Semaine;Nice (FR);Biarritz (FR);Ars en Ré (FR);Saint Malo (FR);Le Cap d Agde (FR);Fréjus (FR);Cannes (FR);Antibes (FR);Le Touquet (BE);Le Barcarès (FR);Deauville (FR);Porto Vecchio (FR);Lacanau (FR);Palavas les Flots (FR);Argelès sur Mer (FR);Carnac (FR);Arcachon (FR);Le Grau du Roi (FR);Cap Ferret (FR);Biscarrosse (FR);La Baule Escoublac (FR)
2021-01-31;4,00;1,00;0,50;1,00;0,50;0,50;0,50;1,00;0,00;0,50;0,00;1,00;0,00;0,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-02-07;3,00;0,50;0,50;0,50;0,50;0,50;0,50;0,50;0,00;0,50;0,00;0,50;0,00;0,00;0,00;0,00;0,50;0,00;0,00;0,00;0,00
2021-02-14;3,00;1,00;0,50;1,00;0,50;0,50;0,50;1,00;0,00;0,00;0,00;0,50;0,00;0,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-02-21;8,00;0,50;0,00;2,00;0,50;0,50;1,00;1,00;0,50;0,00;0,00;0,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-02-28;4,00;0,50;0,50;1,00;0,50;0,50;0,50;1,00;0,00;0,50;0,00;1,00;0,00;0,00;0,00;0,50;0,00;0,00;0,00;0,00;0,00
2021-03-07;5,00;0,50;0,00;0,50;1,00;0,50;0,50;1,00;0,00;0,00;0,00;0,50;0,00;0,50;0,00;0,50;0,00;0,00;0,00;0,00;0,00
2021-03-14;3,00;1,00;0,00;1,00;1,00;1,00;0,50;0,50;0,00;0,00;0,00;0,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-03-21;4,00;1,00;0,50;0,50;1,00;0,50;1,00;1,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-03-28;5,00;0,50;0,00;0,50;1,00;0,50;0,50;1,00;0,00;0,00;0,00;0,50;0,00;0,00;0,50;0,00;0,00;0,00;0,50;0,00;0,00
2021-04-04;3,00;1,00;0,50;0,50;1,00;0,50;1,00;1,00;0,00;0,00;0,00;1,00;0,00;0,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-04-11;4,00;1,00;0,00;0,50;1,00;0,00;1,00;1,00;0,00;0,00;0,00;1,00;0,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-04-18;5,00;0,50;0,50;0,50;0,50;0,50;0,50;0,50;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-04-25;4,00;0,50;0,50;1,00;1,00;0,00;0,50;1,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,50;0,50;0,00;0,50;0,00;0,00
2021-05-02;4,00;1,00;0,00;1,00;1,00;0,50;0,50;1,00;0,00;0,00;0,00;0,50;0,50;0,00;0,00;0,00;0,00;0,00;0,50;0,00;0,00
2021-05-09;6,00;1,00;0,50;1,00;1,00;0,50;1,00;1,00;0,00;0,50;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-05-16;7,00;1,00;0,50;0,50;0,50;0,50;1,00;1,00;0,00;0,50;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-05-23;7,00;1,00;0,00;1,00;1,00;0,50;1,00;3,00;0,00;0,00;0,50;1,00;0,00;0,50;0,00;0,50;0,50;0,00;0,00;0,00;0,00
2021-05-30;8,00;1,00;0,50;1,00;1,00;0,50;1,00;3,00;0,00;0,00;0,50;2,00;0,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-06-06;8,00;1,00;0,50;0,50;1,00;0,50;1,00;2,00;0,00;0,50;0,50;2,00;0,00;0,00;0,00;0,50;0,00;0,00;0,00;0,00;0,00
2021-06-13;8,00;1,00;0,50;1,00;1,00;0,50;2,00;2,00;0,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,50;0,00;0,00
2021-06-20;10,00;2,00;1,00;0,50;1,00;1,00;2,00;2,00;0,00;0,00;0,50;2,00;0,50;0,50;0,00;0,00;0,00;0,00;0,00;0,00;0,50
2021-06-27;11,00;1,00;0,50;1,00;1,00;1,00;1,00;2,00;0,00;0,00;0,00;3,00;0,00;0,50;0,00;0,50;0,00;0,00;0,00;0,00;0,00
2021-07-04;13,00;1,00;0,50;2,00;1,00;1,00;3,00;3,00;0,00;0,00;0,00;2,00;0,00;0,50;0,00;0,50;0,00;0,00;0,50;0,00;0,00
2021-07-11;11,00;2,00;1,00;1,00;1,00;1,00;3,00;2,00;0,00;0,00;0,00;3,00;0,50;0,00;0,50;0,00;0,00;0,00;0,50;0,00;0,00
2021-07-18;11,00;2,00;1,00;1,00;1,00;0,50;3,00;3,00;0,00;0,50;0,50;2,00;0,50;0,00;0,00;0,00;0,00;0,00;0,50;0,00;0,00
2021-07-25;22,00;1,00;0,50;1,00;3,00;1,00;2,00;3,00;0,00;0,00;0,50;3,00;0,00;0,00;0,50;0,00;0,50;0,00;0,50;0,00;0,50
2021-08-01;18,00;3,00;0,50;1,00;1,00;1,00;2,00;3,00;0,50;0,00;0,00;3,00;0,50;0,00;0,00;0,50;0,50;0,00;0,00;0,00;0,50
